1646092800000,43155.00,44935.00,42765.40,44394.10,448483.646,1646179199999,19622069856.81384,4610393,224953.573,9845412243.94290,0
1646179200000,44393.60,45350.00,43321.00,43885.70,407603.721,1646265599999,17988671380.99431,4239890,201900.492,8912250169.65875,0
1646265600000,43885.80,44080.00,41831.00,42449.50,365565.832,1646351999999,15701873990.90735,3803308,178271.807,7658691829.64036,0
1646352000000,42449.60,42525.30,38521.00,39127.70,469138.374,1646438399999,19124060705.42543,4908804,224732.415,9164678047.45366,0
1646438400000,39127.70,39580.00,38547.60,39375.10,198747.893,1646524799999,7774650477.29027,2212218,99499.609,3893169344.91897,0
1646524800000,39375.00,39690.00,38056.00,38401.10,311705.260,1646611199999,12109833925.17119,3162831,155049.377,6024750486.35739,0
1646611200000,38401.10,39550.00,37134.00,37963.80,490254.516,1646697599999,18764725860.73588,4747049,245476.829,9399768499.87249,0
1646697600000,37963.70,39340.50,37853.00,38709.90,421462.367,1646783999999,16295438564.50412,4243987,211159.834,8166154990.01377,0
1646784000000,38709.90,42647.50,38638.70,41937.50,462059.811,1646870399999,19171096064.11704,4564168,239808.874,9942980211.15050,0
1646870400000,41939.50,42034.30,38512.00,39407.20,520645.186,1646956799999,20592964929.86937,5039014,253340.705,10017462324.28944,0
1646956800000,39407.10,40242.00,38200.10,38713.00,467078.892,1647043199999,18251508270.53395,4566236,232506.827,9089386517.83602,0
1647043200000,38713.10,39578.40,38630.00,38792.60,172494.825,1647129599999,6738409306.12123,1916408,84494.947,3301617500.43773,0
1647129600000,38792.70,39300.00,37500.00,37743.70,236623.694,1647215999999,9151745126.66911,2373595,113382.543,4387268932.96517,0
1647216000000,37743.00,39989.00,37522.10,39653.80,360058.358,1647302399999,13971397117.54385,3346589,186200.399,7227009176.29933,0
1647302400000,39651.60,39901.80,38073.80,39271.00,345019.243,1647388799999,13464944694.45397,3198153,173958.812,6790794646.38622,0
1647388800000,39270.90,41804.00,38700.00,41105.80,650589.661,1647475199999,26187353348.45998,6249052,330044.562,13289195220.51592,0
1647475200000,41105.90,41498.40,40442.80,40898.10,243988.794,1647561599999,9978203719.84016,2446187,119438.818,4885750148.36430,0
1647561600000,40898.00,42322.80,40084.20,41751.50,299134.443,1647647999999,12263436409.42434,2791205,152862.915,6269914962.13193,0
1647648000000,41751.60,42446.60,41500.00,42188.20,186459.954,1647734399999,7807076596.94564,1729803,92717.011,3882702294.89361,0
1647734400000,42188.20,42269.30,40900.00,41261.00,235774.129,1647820799999,9789547363.38173,2023810,115063.658,4777488314.86478,0
1647820800000,41261.00,41544.40,40430.00,40982.00,308396.460,1647907199999,12653661229.58600,2575120,153571.609,6301813626.97718,0
1647907200000,40982.00,43517.70,40852.00,42349.80,374297.674,1647993599999,15892694388.65686,3429191,190906.344,8106579947.45263,0
1647993600000,42349.90,43051.00,41731.30,42867.90,282631.740,1648079999999,11938814869.12358,2643858,140287.080,5927575915.69937,0
1648080000000,42867.80,44200.00,42525.00,43973.40,331440.057,1648166399999,14365660202.82174,3127793,169016.924,7328650630.23292,0
1648166400000,43973.20,45142.00,43575.10,44290.60,348620.122,1648252799999,15463641455.42722,3146493,179058.651,7944202064.30179,0
1648252800000,44290.60,44785.00,44041.00,44489.20,140712.587,1648339199999,6243407332.87603,1476070,70101.602,3110763312.39710,0
1648339200000,44489.30,47047.00,44416.00,46820.80,269280.228,1648425599999,12238392163.90325,2526390,142291.838,6471034012.54201,0
1648425600000,46820.90,48200.00,46651.20,47121.90,317565.782,1648511999999,15043239939.14575,3149233,158315.138,7501313546.37197,0
1648512000000,47121.80,48100.00,46911.00,47418.50,259040.835,1648598399999,12315667516.20554,2407067,128874.336,6128028301.90366,0
1648598400000,47418.50,47688.60,46535.00,47053.20,235009.892,1648684799999,11089386781.04892,2279014,114751.080,5415931115.11833,0
1648684800000,47053.10,47619.40,45185.00,45506.00,299837.610,1648771199999,13933431988.82722,2704524,144645.280,6724731548.36598,0
