open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1672531200000,16537.50,16618.80,16488.00,16610.30,105502.965,1672617599999,1746449849.73920,594299,52617.509,871082706.82390,0
1672617600000,16610.40,16799.00,16541.20,16666.00,215161.176,1672703999999,3591354304.35244,1020015,108472.125,1810723970.13864,0
1672704000000,16665.90,16774.00,16600.30,16667.20,203070.205,1672790399999,3387368709.51440,966813,100250.318,1672393018.39050,0
1672790400000,16667.30,16984.60,16645.70,16842.10,349747.838,1672876799999,5888326801.78923,1618311,177753.125,2992643471.11553,0
1672876800000,16842.20,16872.80,16740.40,16823.80,176369.347,1672963199999,2966302291.75230,892815,87831.439,1477299560.38380,0
1672963200000,16823.80,17030.00,16664.80,16943.80,316973.629,1673049599999,5333655035.26937,1370628,160309.587,2697892780.65753,0
1673049600000,16943.90,16973.60,16900.10,16936.50,77973.105,1673135999999,1320072681.17070,454642,39351.115,666198018.82610,0
1673136000000,16936.50,17181.10,16905.00,17124.70,157717.318,1673222399999,2677202628.99640,775585,83397.144,1416053066.90680,0
1673222400000,17124.60,17387.80,17098.20,17169.70,400277.809,1673308799999,6899176604.98138,1767631,200363.146,3453729372.60018,0
1673308800000,17169.60,17485.40,17140.40,17428.80,297320.371,1673395199999,5146868921.92220,1362100,152579.704,2641360695.82520,0
1673395200000,17428.80,18013.20,17306.40,17935.70,386277.106,1673481599999,6776699165.64645,1720123,201937.656,3544334744.07425,0
1673481600000,17935.60,19120.00,17902.40,18838.00,1040334.760,1673567999999,19148363107.05267,4582821,534948.464,9849293315.59601,0
1673568000000,18838.10,19997.80,18711.00,19924.20,806807.832,1673654399999,15537710427.37066,3959376,415740.616,8009378312.84056,0
1673654400000,19924.30,21544.00,19882.60,20962.80,1010666.683,1673740799999,20998726724.36468,5289343,511124.909,10618826164.95763,0
1673740800000,20962.80,21073.80,20556.00,20882.70,428486.559,1673827199999,8913057374.28152,2666812,212910.070,4429332007.81896,0
1673827200000,20882.70,21498.00,20606.60,21188.30,666148.201,1673913599999,14032617401.17082,4013906,333915.315,7036062363.27304,0
1673913600000,21188.20,21640.00,20827.80,21130.90,547390.593,1673999999999,11615613152.77241,3216496,275473.368,5847336700.47464,0
1674000000000,21130.80,21672.00,20386.00,20680.00,813785.517,1674086399999,17129538788.44014,4880532,405610.780,8540377443.09691,0
1674086400000,20680.10,21183.90,20659.90,21068.30,374733.617,1674172799999,7822342459.57356,2261529,189723.812,3961007029.48296,0
1674172800000,21068.30,22750.00,20856.40,22661.10,723645.200,1674259199999,15661806602.12429,3903593,378591.737,8198235121.79229,0
1674259200000,22661.00,23390.00,22422.00,22781.90,764681.100,1674345599999,17543885761.96960,4452486,381737.848,8759143952.97486,0
1674345600000,22781.80,23080.20,22287.00,22704.60,482529.811,1674431999999,10978562431.79006,2934952,237240.175,5398756637.50525,0
1674432000000,22704.70,23193.10,22500.00,22913.10,525802.840,1674518399999,12012842979.87915,3132952,262293.920,5993269939.03665,0
1674518400000,22913.30,23158.70,22450.00,22627.40,505615.816,1674604799999,11572452898.66944,2961877,244865.087,5605458866.79081,0
1674604800000,22627.50,23837.40,22310.50,23060.60,692786.607,1674691199999,15838682593.16114,4069945,348568.690,7972068165.63309,0
1674691200000,23060.60,23278.70,22843.80,23001.90,427760.786,1674777599999,9860266068.50203,2768278,210791.528,4859341223.04126,0
1674777600000,23001.90,23500.00,22516.60,23068.00,509920.307,1674863999999,11736116589.73221,3045131,253654.606,5839612114.14752,0
1674864000000,23068.10,23185.00,22870.80,23015.90,186400.943,1674950399999,4287806004.04920,1452787,93351.471,2147538148.84650,0
1674950400000,23016.00,23962.70,22961.50,23740.30,562028.231,1675036799999,13203229115.48447,3749129,289228.274,6795194980.08346,0
1675036800000,23740.20,23804.60,22484.20,22819.90,572537.407,1675123199999,13260710938.80389,3732017,272331.712,6308946580.90580,0
1675123200000,22819.90,23330.00,22715.30,23119.40,403726.966,1675209599999,9282622250.26382,2753125,203885.894,4688836595.77872,0
