open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1659312000000,23290.10,23497.00,22836.20,23257.60,498378.292,1659398399999,11554380879.33471,4196160,248287.068,5756820273.98665,0
1659398400000,23257.60,23448.70,22603.00,22975.10,625227.912,1659484799999,14363033396.88062,5225422,314974.040,7237898749.15211,0
1659484800000,22975.10,23650.00,22665.30,22801.50,569261.768,1659571199999,13201647982.58276,4736297,285742.749,6630016173.39801,0
1659571200000,22801.50,23211.30,22370.00,22608.90,548268.816,1659657599999,12515146172.92225,4301796,266422.651,6082802050.82540,0
1659657600000,22608.90,23450.00,22580.60,23298.10,593992.130,1659743999999,13716626797.39787,4688940,303297.553,7004186732.84069,0
1659744000000,23298.00,23341.80,22883.60,22943.30,227659.394,1659830399999,5272174727.75062,2033387,112010.019,2594314504.53776,0
1659830400000,22943.20,23400.00,22830.90,23167.80,271512.062,1659916799999,6267656688.48691,2243169,138063.836,3187781792.34214,0
1659916800000,23167.90,24243.00,23153.10,23804.40,565084.219,1660003199999,13485945119.50385,4381367,290711.934,6937570126.91333,0
1660003200000,23804.30,23913.40,22850.00,23140.20,498286.943,1660089599999,11634879431.41769,4053437,234067.613,5465910484.85060,0
1660089600000,23140.10,24235.20,22608.00,23940.90,760738.204,1660175999999,17921041663.21249,5430716,386654.055,9112675459.95638,0
1660176000000,23941.00,24972.00,23840.60,23917.20,760455.245,1660262399999,18562187367.96329,5828288,380384.846,9287688737.49963,0
1660262400000,23917.30,24438.80,23560.00,24387.50,477734.045,1660348799999,11446334088.80810,3938014,238157.702,5707776512.08516,0
1660348800000,24387.50,24879.00,24267.50,24429.00,431093.659,1660435199999,10577167655.58233,3636684,218017.011,5350024107.63232,0
1660435200000,24429.00,25065.00,24138.00,24294.10,437314.320,1660521599999,10730828908.19903,3508473,216230.429,5308055649.87659,0
1660521600000,24294.10,25200.00,23762.00,24085.20,739390.721,1660607999999,17992336053.67933,4717341,363943.421,8862214342.61711,0
1660608000000,24085.20,24234.00,23650.00,23843.00,460919.994,1660694399999,11027935215.31227,3324655,225612.821,5398706947.75417,0
1660694400000,23843.00,24437.00,23170.00,23333.10,640600.903,1660780799999,15186136927.96825,4655088,314117.594,7449071015.65654,0
1660780800000,23333.10,23595.00,23101.00,23185.10,347699.006,1660867199999,8134736996.02001,3008405,173493.810,4059388361.29574,0
1660867200000,23185.00,23200.00,20760.00,20824.90,906609.825,1660953599999,19700159303.89833,6096867,434933.690,9445139888.70489,0
1660953600000,20825.00,21368.90,20742.90,21127.80,490507.042,1661039999999,10362322320.64405,3787390,248229.044,5244620327.69371,0
1661040000000,21127.70,21804.60,21055.00,21505.60,424282.424,1661126399999,9076418907.61454,3349745,216117.318,4624092343.94800,0
1661126400000,21505.60,21550.00,20858.60,21387.00,588764.597,1661212799999,12492356305.43505,4392197,296697.395,6296473364.49458,0
1661212800000,21387.00,21667.20,20874.80,21518.20,609745.270,1661299199999,13030512975.03382,4519094,311756.342,6664068390.19394,0
1661299200000,21518.20,21925.60,21132.30,21354.90,502728.198,1661385599999,10795887952.94642,3744140,255093.780,5479736293.86690,0
1661385600000,21355.00,21810.90,21295.30,21548.30,415757.992,1661471999999,8976368825.99900,3095016,211440.778,4565400059.52464,0
1661472000000,21548.30,21867.60,20100.00,20228.70,896474.356,1661558399999,18923645109.31387,5958792,433699.343,9161000066.25186,0
1661558400000,20228.70,20367.70,19744.00,20023.90,469598.024,1661644799999,9430185077.10662,3707229,232241.515,4664165020.00150,0
1661644800000,20024.00,20155.00,19508.00,19547.50,386405.195,1661731199999,7703477819.25788,3056487,191001.847,3809445606.11134,0
1661731200000,19547.50,20440.00,19539.40,20275.50,598076.669,1661817599999,11969489778.36106,4169607,311295.499,6230320867.11469,0
1661817600000,20275.50,20574.00,19524.40,19803.10,767714.993,1661903999999,15387324341.76510,4871684,382116.483,7660494114.50529,0
1661904000000,19803.20,20496.00,19787.90,20041.50,711639.339,1661990399999,14364997156.93659,4852465,364579.780,7360489411.80172,0
