open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1667260800000,20482.10,20687.00,20320.00,20472.10,314676.187,1667347199999,6448795091.82572,1937679,156085.396,3199168629.38093,0
1667347200000,20472.10,20796.00,20050.00,20140.10,651535.761,1667433599999,13312093111.48019,3539726,324205.203,6625901142.71293,0
1667433600000,20140.20,20400.00,20026.00,20199.70,372121.061,1667519999999,7526916784.08875,2000313,185931.450,3761375643.75300,0
1667520000000,20199.80,21297.00,20171.60,21137.60,824515.215,1667606399999,17139316861.70927,4051389,421800.646,8768710759.88774,0
1667606400000,21137.60,21473.70,21071.10,21289.90,303983.372,1667692799999,6482077789.53821,1973421,153861.129,3280961716.88031,0
1667692800000,21289.80,21355.80,20863.30,20900.00,277148.646,1667779199999,5867597250.95476,1654568,132682.069,2809748144.40810,0
1667779200000,20900.00,21062.60,20374.00,20578.60,554408.316,1667865599999,11501587222.14423,3049391,268943.792,5580764313.77520,0
1667865600000,20578.50,20685.00,16830.00,18534.00,2046476.313,1667951999999,39317019209.93521,10670666,996475.056,19150744714.54398,0
1667952000000,18533.90,18574.90,15462.60,15905.00,2065606.412,1668038399999,35439309964.88870,12234814,994054.311,17061073283.65767,0
1668038400000,15905.00,18230.00,15730.00,17588.00,1497093.602,1668124799999,25510406114.43922,9507944,762434.255,12996605641.60776,0
1668124800000,17588.00,17678.00,16343.00,17058.30,955344.602,1668211199999,16277121145.55291,6729390,478490.175,8154856435.62334,0
1668211200000,17058.40,17110.80,16623.80,16806.90,304455.717,1668297599999,5128002410.89517,2462955,154268.458,2598752238.66803,0
1668297600000,16806.90,16950.00,16210.30,16321.20,349742.836,1668383999999,5801587266.16716,2521646,170553.271,2829566179.88424,0
1668384000000,16321.30,17188.00,15805.50,16605.20,934392.484,1668470399999,15414723480.12307,6045427,470329.645,7762122383.11117,0
1668470400000,16605.30,17127.20,16516.70,16888.30,649349.458,1668556799999,10938869739.93734,4117920,328279.885,5530694580.00536,0
1668556800000,16888.30,17007.40,16358.00,16650.60,537241.645,1668643199999,8944296635.42915,3478826,266222.725,4433336578.20557,0
1668643200000,16650.70,16741.70,16403.30,16682.10,408989.285,1668729599999,6784537154.32738,2605870,205691.358,3412432571.32574,0
1668729600000,16682.10,16984.40,16541.10,16689.70,388612.842,1668815999999,6506820289.13927,2336444,197146.935,3301435563.80423,0
1668816000000,16689.70,16814.50,16543.80,16692.90,171822.915,1668902399999,2861333541.49620,1141671,86114.175,1434045898.61490,0
1668902400000,16693.00,16743.90,16167.10,16272.60,327599.214,1668988799999,5406658335.48391,1896705,159651.534,2635111226.61870,0
1668988800000,16272.70,16304.30,15443.20,15773.00,790219.365,1669075199999,12615525683.34995,4284344,387859.776,6193711202.09852,0
1669075200000,15772.90,16309.00,15610.30,16220.60,579333.644,1669161599999,9247607752.32879,3438309,298913.634,4772492195.87961,0
1669161600000,16220.50,16703.40,16155.50,16595.80,546714.910,1669247999999,9010060479.37584,3319572,280154.178,4617585054.31714,0
1669248000000,16595.80,16800.00,16450.00,16592.40,351024.418,1669334399999,5829469816.57378,2224179,176391.185,2929822123.48014,0
1669334400000,16592.50,16639.90,16331.70,16516.10,306560.116,1669420799999,5053312513.95950,1798061,152812.182,2519424576.18730,0
1669420800000,16516.20,16699.10,16369.10,16449.20,253401.659,1669507199999,4194530429.93170,1518627,126629.776,2096469025.55480,0
1669507200000,16449.20,16594.20,16396.00,16422.60,189370.345,1669593599999,3128892691.87660,1165521,95297.449,1574638605.16320,0
1669593600000,16422.50,16475.00,15984.10,16204.50,497137.869,1669679999999,8055102077.13727,2736780,247420.181,4009316678.03800,0
1669680000000,16204.60,16543.00,16088.00,16433.20,391410.854,1669766399999,6420893173.50274,2098706,200297.135,3286258934.01994,0
1669766400000,16433.30,17248.30,16421.50,17153.30,620324.950,1669852799999,10484678949.19782,3197448,324532.119,5484868596.62088,0
